_id,Date,Line,Time,Day,Station,Incident,Min Delay,Min Gap,Bound,Vehicle
256,2025-01-09,506,15:17,Thursday,GERRARD AND COXWELL,Diversion,72,82,E,4432
257,2025-01-09,506,16:17,Thursday,GERRARD AND BLACKBURN,General Delay,None,None,None,None
258,2025-01-09,501,16:24,Thursday,QUEEN AND NEVILLE PARK,Emergency Services,20,30,E,4566
259,2025-01-09,510,17:20,Thursday,SPADINA STATION,Investigation,3,5,N,8735
260,2025-01-09,512,17:43,Thursday,ST CLAIR WEST STATION,General Delay,None,None,W,4420
261,2025-01-09,510,18:18,Thursday,SPADINA AND BLOOR,Collision - TTC Involved,3,5,N,8671
262,2025-01-09,512,19:17,Thursday,ST CLAIR AND LANSDOWNE,Operations,8,16,W,4528
263,2025-01-09,505,20:06,Thursday,DUNDAS AND BAY,General Delay,10,20,E,4517
264,2025-01-09,505,20:13,Thursday,DUNDAS AND CLAREMONT,Collision - TTC Involved,41,51,E,4470
265,2025-01-09,505,20:13,Thursday,MCCAUL AND DUNDAS,Emergency Services,10,20,N,4459
266,2025-01-09,506,21:25,Thursday,DUNDAS AND STERLING,Cleaning - Unsanitary,10,20,E,4443
267,2025-01-09,512,22:17,Thursday,ST CLAIR AND OAKWOOD,General Delay,12,22,W,4451
268,2025-01-09,501,00:02,Thursday,SUNNYSIDE LOOP,Emergency Services,10,20,None,4584
269,2025-01-09,505,00:06,Thursday,DUNDAS AND HOWARD PARK,Security,10,20,E,4607
270,2025-01-09,505,01:07,Thursday,DUNDAS AND SHERIDAN,Mechanical,10,20,E,4476
271,2025-01-09,504,01:42,Thursday,CHERRY AND FRONT,Cleaning - Unsanitary,10,20,E,4510
272,2025-01-09,505,01:52,Thursday,PARLIAMENT AND QUEEN,Emergency Services,20,35,N,4613
273,2025-01-09,501,01:59,Thursday,PARLIAMENT AND SHUTER,Security,15,30,S,4551
274,2025-01-10,507,02:00,Friday,RONCESVALLES CARHOUSE,Held By,18,33,W,4561
275,2025-01-10,506,02:08,Friday,COLLEGE AND GLADSTONE,Diversion,11,21,E,4520
276,2025-01-10,511,05:04,Friday,QUEENS QUAY AND SPADIN,Security,11,21,E,4566
277,2025-01-10,511,05:05,Friday,RONCESVALLES CARHOUSE,Security,11,21,W,4566
278,2025-01-10,511,06:55,Friday,RONCESVALLES CARHOUSE,Operations,9,None,E,4592
279,2025-01-10,510,09:33,Friday,SPADINA STATION,Utilized Off Route,3,7,E,8864
280,2025-01-10,506,10:07,Friday,QUEENS PARK STATION,Security,10,20,E,4634
281,2025-01-10,512,10:26,Friday,ST CLAIR WEST STATION,Operations,8,16,None,4622
282,2025-01-10,501,10:40,Friday,QUEEN AND RIVER,Diversion,27,36,W,4532
283,2025-01-10,504,12:50,Friday,RONCESVALLES CARHOUSE,Security,10,20,E,4416
284,2025-01-10,501,13:03,Friday,CHURCH AND QUEEN,Security,10,20,N,4565
285,2025-01-10,501,13:30,Friday,ADELAIDE AND BAY,Investigation,10,20,E,4539
286,2025-01-10,501,15:59,Friday,QUEEN AND RONCESVALLES,Security,None,None,E,4565
287,2025-01-10,504,16:18,Friday,KING AND PARLIAMENT,Diversion,None,None,E,None
288,2025-01-10,503,16:24,Friday,KING AND PARLIAMENT,Diversion,45,55,None,4481
289,2025-01-10,501,16:31,Friday,QUEEN AND LOGAN,Collision - TTC Involved,70,80,E,4597
290,2025-01-10,508,16:32,Friday,KING AND PARLIAMENT,Diversion,None,None,None,4536
291,2025-01-10,503,16:51,Friday,QUEEN AND LOGAN,Diversion,70,80,None,None
292,2025-01-10,511,20:45,Friday,BATHURST AND ROBINSON,Collision - TTC Involved,8,16,S,3183
293,2025-01-10,503,21:00,Friday,QUEEN AND CONNAUGHT,Operations,66,76,E,4623
294,2025-01-10,511,21:13,Friday,BATHURST AND ROBINSON,Diversion,51,67,S,4584
295,2025-01-10,505,21:16,Friday,BROADVIEW AND DUNDAS,Operations,16,26,S,4418
296,2025-01-10,510,21:52,Friday,SPADINA AND QUEEN,Mechanical,3,6,S,8746
297,2025-01-10,505,21:55,Friday,DUNDAS AND JARVIS,General Delay,None,None,E,None
298,2025-01-10,512,22:04,Friday,BATHURST AND DAVENPORT,Held By,None,None,S,4622
299,2025-01-10,505,22:05,Friday,DUNDAS AND PARLIAMENT,Security,None,None,W,4418
300,2025-01-10,504,22:33,Friday,KING AND SPADINA,Operations,42,52,W,4517
301,2025-01-10,504,22:42,Friday,KING AND ONTARIO,Diversion,42,52,W,4445
302,2025-01-10,505,22:42,Friday,QUEEN AND CARLAW,Security,None,None,E,4484
303,2025-01-10,501,23:27,Friday,HUMBER LOOP,Emergency Services,49,59,E,4593
304,2025-01-10,504,23:37,Friday,BROADVIEW AND QUEEN,Operations,55,65,S,4519
305,2025-01-10,512,23:47,Friday,ST CLAIR AND LANSDOWNE,Rail/Switches,45,55,W,4404
306,2025-01-10,504,00:06,Friday,PARLIAMENT AND QUEEN,Operations,55,65,S,4625
307,2025-01-10,504,01:19,Friday,PARLIAMENT AND KING,Operations,None,None,S,4491
308,2025-01-10,510,01:56,Friday,BLOOR AND SPADINA,Security,None,None,S,8864
309,2025-01-11,512,02:28,Saturday,LANSDOWNE AND ST CLAIR,Diversion,20,40,S,4458
310,2025-01-11,512,02:45,Saturday,COLLEGE AND BATHURST,Held By,43,63,E,4457
311,2025-01-11,504,03:21,Saturday,QUEEN AND BROADVIEW,Operations,10,30,E,4489
312,2025-01-11,506,03:41,Saturday,COLLEGE AND BATHURST,Held By,43,63,E,4413
313,2025-01-11,503,03:45,Saturday,KING AND QUEEN,Security,None,None,W,4633
314,2025-01-11,504,04:07,Saturday,LESLIE BARNS,Operations,20,25,E,4423
315,2025-01-11,512,04:07,Saturday,LESLIE BARNS,Operations,10,16,E,4435
316,2025-01-11,505,04:24,Saturday,KINGSTON LOOP,Security,None,None,E,4530
317,2025-01-11,507,04:24,Saturday,RONCESVALLES YARD,Operations,None,17,E,4566
318,2025-01-11,501,04:31,Saturday,RONCESVALLES YARD,Operations,10,20,W,4559
319,2025-01-11,512,04:34,Saturday,ST CLAIR AND CALEDONIA,Operations,20,40,W,4614
320,2025-01-11,509,05:23,Saturday,LESLIE BARNS,Operations,9,13,W,4644
321,2025-01-11,504,05:24,Saturday,QUEEN AND LESLIE,Held By,10,13,W,4644
322,2025-01-11,509,05:41,Saturday,LESLIE BARNS,General Delay,10,13,N,4456
323,2025-01-11,512,06:46,Saturday,ST CLAIR AND WINONA,Mechanical,10,20,W,4451
324,2025-01-11,503,07:04,Saturday,KING AND YORK,Mechanical,10,20,None,4486
325,2025-01-11,504,07:47,Saturday,KING AND TECUMSETH,General Delay,10,20,W,4441
326,2025-01-11,511,08:36,Saturday,BATHURST AND FORT YORK,General Delay,None,None,None,None
327,2025-01-11,511,09:36,Saturday,QUEEN'S QUAY AND SPADI,Rail/Switches,None,None,E,4547
328,2025-01-11,501,10:02,Saturday,HUMBER LOOP,Emergency Services,10,20,None,4532
329,2025-01-11,503,10:12,Saturday,KING AND CHURCH,Operations,10,20,W,4431
330,2025-01-11,510,10:14,Saturday,LAKESHORE AND SPADINA,Diversion,15,19,W,8808
331,2025-01-11,504,10:47,Saturday,KING AND SHAW,Security,10,20,W,4516
332,2025-01-11,509,12:01,Saturday,LESLIE BARNS,Operations,4,13,N,4598
333,2025-01-11,506,12:41,Saturday,COLLEGE AND YONGE,General Delay,None,None,None,4425
334,2025-01-11,504,13:55,Saturday,RONCEVALLES AND DUNDAS,Mechanical,5,10,S,4461
335,2025-01-11,511,14:29,Saturday,BATHURST STATION,Cleaning - Unsanitary,8,16,S,4538
336,2025-01-11,512,15:24,Saturday,ST CLAIR AND OAKWOOD,Rail/Switches,None,None,W,4517
337,2025-01-11,510,15:30,Saturday,SPADINA AND FORT YORK,Mechanical,9,18,S,8751
338,2025-01-11,501,15:53,Saturday,NEVILLE PARK LOOP,Emergency Services,13,23,None,4588
339,2025-01-11,506,16:29,Saturday,COXWELL AND LOWER GERR,Operations,25,35,E,4412
340,2025-01-11,501,16:48,Saturday,QUEEN AND NEVILLE PARK,Emergency Services,25,35,E,4586
341,2025-01-11,506,16:49,Saturday,COLLEGE AND SPADINA,Operations,26,36,E,4489
342,2025-01-11,505,18:01,Saturday,BROADVIEW STATION,Operations,37,44,W,4475
343,2025-01-11,507,18:54,Saturday,LAKESHORE AND MARINE P,Security,5,15,W,4592
344,2025-01-11,507,19:50,Saturday,HUMBER LOOP AND THE QU,Operations,10,20,W,4566
345,2025-01-11,501,20:00,Saturday,NEVILLE PARK LOOP,Emergency Services,18,28,None,4588
346,2025-01-11,503,21:25,Saturday,QUEEN AND BOULTON,Operations,10,20,W,4631
347,2025-01-11,503,21:31,Saturday,BINGHAM LOOP,Collision - TTC Involved,10,20,None,4497
348,2025-01-11,505,21:33,Saturday,DUNDAS AND JARVIS,Investigation,87,97,W,4509
349,2025-01-11,506,22:58,Saturday,PARLIAMENT AND CARLTON,Diversion,25,35,N,4476
350,2025-01-11,504,23:07,Saturday,KING AND TRILLER,Security,21,31,W,4419
351,2025-01-11,504,23:39,Saturday,RONCESVALLES AND QUEEN,Diversion,21,31,W,4524
352,2025-01-11,509,23:40,Saturday,QUEENS QUAY AND HARBOU,Utilized Off Route,25,35,E,4416
353,2025-01-11,505,23:44,Saturday,BROADVIEW AND WOLFREY,Cleaning - Unsanitary,10,20,W,4480
354,2025-01-11,501,00:20,Saturday,QUEEN AND AUGUSTA,Security,10,20,W,4588
355,2025-01-11,505,01:00,Saturday,BROADVIEW AND WOLFREY,Cleaning - Unsanitary,10,20,N,4426
356,2025-01-12,507,02:37,Sunday,RONCESVALLES CARHOUSE,Security,None,None,N,4561
357,2025-01-12,501,02:48,Sunday,SUNNYSIDE LOOP,Investigation,15,30,W,4596
358,2025-01-12,505,05:21,Sunday,LESLIE AND QUEEN,Security,None,None,E,4469
359,2025-01-12,505,05:57,Sunday,RONCESVALLES AND DUNDA,Diversion,21,31,E,4422
360,2025-01-12,504,06:06,Sunday,RONCESVALLES AND DUNDA,Diversion,14,28,E,4510
361,2025-01-12,501,06:14,Sunday,QUEEN AND SHAW,General Delay,10,20,E,4544
362,2025-01-12,503,06:27,Sunday,YORK AND WELLINGTON,Emergency Services,10,20,N,4623
363,2025-01-12,506,06:46,Sunday,MAIN STATION,Security,22,32,W,4520
364,2025-01-12,506,06:46,Sunday,MAIN STATION,Security,None,None,None,4622
365,2025-01-12,510,07:01,Sunday,LOWER SPADINA AND LAKE,Held By,10,19,None,8781
366,2025-01-12,509,07:09,Sunday,SPADINA AND QUEENS QUA,Held By,38,27,S,4616
367,2025-01-12,504,07:18,Sunday,RONCESVALLES AND HOWAR,Diversion,None,None,None,4522
368,2025-01-12,505,07:24,Sunday,DUNDAS AND HOWARD PARK,Diversion,64,74,E,4501
369,2025-01-12,511,07:28,Sunday,QUEEN'S QUAY AND LOWER,Held By,12,22,None,4585
370,2025-01-12,511,07:35,Sunday,LOWER SPADINA AND QUEE,Held By,12,22,W,None
371,2025-01-12,501,07:43,Sunday,QUEEN AND RONCESVALLES,Cleaning - Unsanitary,10,20,W,4601
372,2025-01-12,511,08:34,Sunday,BATHURST AND FORT YORK,General Delay,None,None,None,None
373,2025-01-12,505,13:45,Sunday,DUNDAS AND SHERIDAN,Diversion,8,14,E,4419
374,2025-01-12,504,13:46,Sunday,BROADVIEW STATION,Security,None,None,None,4446
375,2025-01-12,504,14:05,Sunday,BROADVIEW AND QUEEN,Emergency Services,11,21,S,4611
376,2025-01-12,503,14:25,Sunday,BINGHAM LOOP,Cleaning - Unsanitary,10,20,W,4431
377,2025-01-12,504,14:40,Sunday,KING AND DUFFERIN,Security,10,20,W,4405
378,2025-01-12,512,14:55,Sunday,ST CLAIR AND WINONA,Security,41,49,W,4407
379,2025-01-12,512,15:01,Sunday,ST CLAIR AND AVENUE,General Delay,12,20,E,4458
380,2025-01-12,501,15:11,Sunday,QUEEN AND KINGSTON ROA,Operations,60,70,E,4590
381,2025-01-12,503,15:20,Sunday,QUEEN AND KINGSTON,Diversion,50,60,E,4498
382,2025-01-12,512,18:02,Sunday,ST CLAIR AND LANSDOWNE,General Delay,9,17,W,4506
383,2025-01-12,512,18:03,Sunday,ST CLAIR AND CALEDONIA,General Delay,8,16,E,4517
384,2025-01-12,512,18:03,Sunday,ST CLAIR AND VAUGHAN,General Delay,10,18,W,4628
385,2025-01-12,510,19:07,Sunday,SPADINA STATION,Collision - TTC Involved,None,None,None,8926
386,2025-01-12,501,19:28,Sunday,QUEEN AND COXWELL,Security,11,21,E,4569
387,2025-01-12,512,19:56,Sunday,ST CLAIR WEST AND DEER,General Delay,7,17,E,4506
388,2025-01-12,512,19:57,Sunday,ST CLAIR AND LAGHTON,Operations,14,24,W,4480
389,2025-01-12,512,21:02,Sunday,ST CLAIR WEST STATION,General Delay,12,22,W,4447
390,2025-01-12,503,21:05,Sunday,QUEEN AND JONES,Rail/Switches,33,43,W,4498
391,2025-01-12,501,21:14,Sunday,QUEEN AND JONES,Diversion,33,43,W,4615
392,2025-01-12,512,21:23,Sunday,ST CLAIR AND BATHURST,Operations,12,22,W,4423
393,2025-01-12,506,21:30,Sunday,MAIN STREET STATION,Emergency Services,None,None,None,4482
394,2025-01-12,501,21:59,Sunday,QUEEN AND JONES,Diversion,39,49,W,4535
395,2025-01-12,503,22:01,Sunday,QUEEN AND JONES,Rail/Switches,39,49,None,None
396,2025-01-12,None,22:53,Sunday,FLEET AND IANNUZZI ST,General Delay,None,None,W,322
397,2025-01-12,501,23:39,Sunday,QUEENSWAY AND GLANDALE,Security,20,30,W,4593
398,2025-01-12,503,00:46,Sunday,QUEEN AND JONES,Security,30,40,W,4503
399,2025-01-12,507,00:50,Sunday,QUEEN AND JONES,Held By,30,40,W,4587
400,2025-01-13,505,02:29,Monday,BROADVIEW STATION,Emergency Services,30,50,None,4530
401,2025-01-13,506,04:36,Monday,KINGSTON LOOP,Security,None,None,None,4432
402,2025-01-13,504,04:38,Monday,KINGSTON LOOP,Security,None,None,E,4451
403,2025-01-13,507,08:19,Monday,LAKESHORE AND ROYAL YO,Diversion,51,61,E,4589
404,2025-01-13,512,08:34,Monday,ST CLAIR AND NORTHCLIF,Operations,9,18,W,4555
405,2025-01-13,507,09:09,Monday,LAKESHORE AND ROYAL YO,Mechanical,None,None,E,3213
406,2025-01-13,511,10:10,Monday,QUEENS QUAY AND SPADIN,Overhead,None,None,W,4565
407,2025-01-13,511,11:24,Monday,BATHURST AND HARBORD,Mechanical,9,18,S,4573
408,2025-01-13,505,12:03,Monday,DUNDAS WEST STATION,Collision - TTC Involved,10,20,None,4611
409,2025-01-13,511,12:50,Monday,FLEET AND STRATCHAN,Rail/Switches,None,None,None,None
410,2025-01-13,506,13:07,Monday,COLLEGE AND SPADINA,Security,10,20,E,4413
411,2025-01-13,501,14:23,Monday,QUEEN AND JOHN,Security,None,None,E,4546
412,2025-01-13,512,15:47,Monday,ST CLAIR WEST STATION,General Delay,None,None,N,None
413,2025-01-13,506,18:04,Monday,COLLEGE AND SPADINA,Security,43,53,E,4457
414,2025-01-13,506,18:26,Monday,GERRARD AND DE GRASSI,General Delay,23,33,W,4644
415,2025-01-13,505,22:25,Monday,DUNDAS AND BLOOR,Security,None,None,N,4451
416,2025-01-13,510,22:48,Monday,KING AND SPADINA,Security,6,12,S,8762
417,2025-01-13,506,22:53,Monday,HOWARD PARK AND INDIAN,Security,9,29,E,4515
418,2025-01-13,510,01:06,Monday,SPADINA STATION,Collision - TTC Involved,9,18,None,8709
419,2025-01-13,510,01:06,Monday,SPADINA STATION,Collision - TTC Involved,15,30,None,8685
420,2025-01-13,506,01:26,Monday,KINGSTON ROAD LOOP,Emergency Services,None,None,None,4474
421,2025-01-13,507,01:30,Monday,HUMBER LOOP AND THE QU,Cleaning - Unsanitary,13,26,W,4532
422,2025-01-13,501,01:54,Monday,KINGSTON RD LOOP,Security,15,30,E,4584
423,2025-01-14,512,02:22,Tuesday,ST CLAIR WEST STATION,Cleaning - Unsanitary,20,40,W,4529
424,2025-01-14,501,03:00,Tuesday,QUEEN AND AUGUSTA,Cleaning - Unsanitary,14,28,W,4584
425,2025-01-14,505,04:06,Tuesday,DUNDAS AND BLOOR,Cleaning - Unsanitary,20,40,E,4464
426,2025-01-14,507,05:19,Tuesday,ROYAL YORK AND LAKE SH,Mechanical,10,20,N,4567
427,2025-01-14,503,05:36,Tuesday,QUEEN AND GREENWOOD,Security,None,None,E,4631
428,2025-01-14,501,06:21,Tuesday,SUNNYSIDE LOOP,Security,None,None,None,4571
429,2025-01-14,506,06:43,Tuesday,COLLEGE AND AUGUSTA,Diversion,10,20,W,4629
430,2025-01-14,512,06:45,Tuesday,COLLEGE AND AUGUSTA,Held By,10,20,W,4401
431,2025-01-14,512,06:48,Tuesday,280 COLLEGE STREET,Held By,10,20,W,4499
432,2025-01-14,512,06:49,Tuesday,COLLEGE AND AUGUSTA,Diversion,10,20,W,4401
433,2025-01-14,510,08:13,Tuesday,SPADINA STATION BUS EN,Operations,4,8,S,8681
434,2025-01-14,512,08:24,Tuesday,ST CLAIR STATION,Cleaning - Unsanitary,8,16,E,4487
435,2025-01-14,501,09:13,Tuesday,QUEEN AND NEVILLE PARK,Cleaning - Unsanitary,9,18,W,4552
436,2025-01-14,504,15:20,Tuesday,KING AND SUMACH,Operations,10,20,E,4407
437,2025-01-14,512,15:51,Tuesday,EARLSCOURT LOOP,General Delay,None,None,None,None
438,2025-01-14,503,16:11,Tuesday,KINGSTON AND VICTORIA,Diversion,48,58,E,4624
439,2025-01-14,510,20:19,Tuesday,SPADINA AND KING,General Delay,7,10,None,8756
440,2025-01-14,501,20:26,Tuesday,QUEEN AND SORAUREN,Emergency Services,43,53,W,4596
441,2025-01-14,501,21:38,Tuesday,NEVILLE LOOP,Cleaning - Unsanitary,10,20,W,4553
442,2025-01-14,505,22:46,Tuesday,DUNDAS WEST STATION,General Delay,10,20,E,4441
443,2025-01-14,501,22:49,Tuesday,PARLIAMENT AND DUNDAS,Operations,10,20,S,4574
444,2025-01-15,501,03:09,Wednesday,LONG BRANCH LOOP,Operations,15,30,E,4591
445,2025-01-15,506,03:35,Wednesday,HOWARD PARK AND PARKSI,Security,None,None,W,4522
446,2025-01-15,505,03:53,Wednesday,BROADVIEW STATION,Cleaning - Unsanitary,20,40,W,4525
447,2025-01-15,506,04:28,Wednesday,COLLEGE AND DOVERCOURT,Cleaning - Unsanitary,20,40,W,4443
448,2025-01-15,505,04:33,Wednesday,BROADVIEW STATION,Security,28,38,None,4453
449,2025-01-15,506,08:17,Wednesday,COLLEGE AND SPADINA,Diversion,10,20,E,4527
450,2025-01-15,506,08:19,Wednesday,COLLEGE AND SPADINA,Diversion,10,20,W,4516
451,2025-01-15,501,08:49,Wednesday,QUEEN AND WOODBINE,General Delay,11,19,W,4615
452,2025-01-15,511,08:52,Wednesday,BATHURST STATION,Mechanical,9,18,S,4553
453,2025-01-15,506,10:45,Wednesday,PARLIAMENT AND GERRARD,Emergency Services,10,20,S,4451
454,2025-01-15,None,11:17,Wednesday,485 KINGSTON ROAD,Mechanical,10,20,None,4635
455,2025-01-15,510,11:20,Wednesday,QUEENS QUAY LOOP,Emergency Services,4,8,None,8781
456,2025-01-15,501,12:17,Wednesday,QUEEN AND OSSINGTON,General Delay,17,26,E,4588
457,2025-01-15,507,12:35,Wednesday,4233 LAKESHORE BOULEVA,Mechanical,10,20,E,4554
458,2025-01-15,505,14:36,Wednesday,DUNDAS AND JARVIS,Security,5,15,E,4466
459,2025-01-15,501,15:19,Wednesday,PARLIAMENT AND GERRARD,Security,10,20,N,4590
460,2025-01-15,512,15:35,Wednesday,ST CLAIR AVE WEST STAT,General Delay,None,None,None,None
461,2025-01-15,504,15:49,Wednesday,KING AND SHAW,General Delay,None,None,None,None
462,2025-01-15,501,20:56,Wednesday,QUEEN AND SPADINA,Diversion,61,71,W,4584
463,2025-01-15,501,21:01,Wednesday,QUEENS AND BATHURST,Collision - TTC Involved,59,69,W,4571
464,2025-01-15,505,00:22,Wednesday,DUSDAS AND BATHURST,Overhead,15,25,W,4453
465,2025-01-15,305,01:38,Wednesday,DUNDAS AND UNIVERSITY,Emergency Services,15,25,W,4441
466,2025-01-16,506,02:13,Thursday,COLLEGE AND UNIVERSITY,Diversion,263,293,E,4523
467,2025-01-16,507,03:55,Thursday,QUEEN AND COXWELL,Cleaning - Unsanitary,15,30,W,4545
468,2025-01-16,505,04:12,Thursday,LESLIE AND COMMISSIONE,Security,None,None,W,4404
469,2025-01-16,505,05:19,Thursday,DUNDAS AND BROADVIEW,General Delay,None,None,W,None
470,2025-01-16,505,05:33,Thursday,KINGSTON LOOP,Emergency Services,21,36,None,4500
471,2025-01-16,504,06:10,Thursday,QUEEN AND LESLIE,Security,None,None,W,4434
472,2025-01-16,503,06:50,Thursday,QUEEN AND COXWELL,General Delay,None,None,None,None
473,2025-01-16,506,08:38,Thursday,COXWELL AND LOWER GERR,Operations,10,20,W,4407
474,2025-01-16,501,09:01,Thursday,QUEEN AND KINGSTON,General Delay,None,None,W,4574
475,2025-01-16,506,11:10,Thursday,COXWELL AND LOWER GERR,Mechanical,10,20,W,4472
476,2025-01-16,501,12:13,Thursday,CHURCH AND QUEEN,Security,7,16,N,4582
477,2025-01-16,510,12:39,Thursday,SPADINA STATION,Cleaning - Unsanitary,4,8,N,8865
478,2025-01-16,510,12:50,Thursday,SPADINA AND NASSAU,Utilized Off Route,4,8,S,8647
479,2025-01-16,510,12:51,Thursday,SPADINA AND FRONT,Mechanical,4,8,S,8769
480,2025-01-16,510,12:59,Thursday,SPADINA AND QUEENS QUE,Utilized Off Route,4,8,N,8865
481,2025-01-16,506,13:55,Thursday,COXWELL AND LOWER GERR,Operations,10,20,S,4512
482,2025-01-16,511,14:00,Thursday,205 BATHURST,Mechanical,5,10,S,7270
483,2025-01-16,504,14:31,Thursday,BROADVIEW AND DANFORTH,Collision - TTC Involved,54,64,S,4488
484,2025-01-16,505,14:34,Thursday,BROADVIEW AND BLOOR,Diversion,63,73,S,4488
485,2025-01-16,501,14:52,Thursday,ADELAIDE AND YONGE,Security,9,18,W,4565
486,2025-01-16,501,15:11,Thursday,QUEEN AND GWYNNE,Security,7,16,W,4582
487,2025-01-16,506,16:00,Thursday,GERRARD AND BROADVIEW,General Delay,None,None,None,None
488,2025-01-16,506,16:04,Thursday,COLLEGE AND BATHURST,Security,None,None,W,4487
489,2025-01-16,510,16:09,Thursday,7 SPADINA ROAD,Cleaning - Unsanitary,4,8,N,8791
490,2025-01-16,501,16:23,Thursday,QUEEN AND LANSDOWNE,General Delay,8,9,W,4602
491,2025-01-16,501,16:51,Thursday,QUEEN AND BROCK,Collision - TTC Involved,8,16,W,4567
492,2025-01-16,507,19:24,Thursday,DUNDAS WEST STATION,Security,None,20,None,4556
493,2025-01-16,501,19:28,Thursday,SUNNYSIDE LOOP,Security,10,21,None,4593
494,2025-01-16,501,19:44,Thursday,QUEEN AND SUDBURY,General Delay,11,22,E,4536
495,2025-01-16,504,19:47,Thursday,QUEEN AND OSSINGTON,Held By,10,20,E,4628
496,2025-01-16,505,20:04,Thursday,ADELAIDE AND BAY,Diversion,61,71,E,4515
497,2025-01-16,505,20:18,Thursday,DUNDAS AND BAY,Diversion,61,71,E,4441
498,2025-01-16,501,20:53,Thursday,ADELAIDE AND YORK,Held By,31,41,E,4536
499,2025-01-16,505,20:54,Thursday,ADELAIDE AND BAY,Emergency Services,27,37,E,4459
500,2025-01-16,506,21:00,Thursday,HIGH PARK LOOP,Cleaning - Unsanitary,21,31,E,4616
501,2025-01-16,510,21:01,Thursday,SPADINA STATION,Operations,4,8,N,8748
502,2025-01-16,510,21:11,Thursday,SPADINA AND BLOOR,Operations,4,8,N,8748
503,2025-01-16,504,21:18,Thursday,DISTILLARY LOOP,Held By,10,20,W,4519
504,2025-01-16,501,23:18,Thursday,QUEEN AND KINGSTON RD,Cleaning - Unsanitary,10,20,W,4600
505,2025-01-16,505,23:39,Thursday,DUNDAS AND BAY,Security,19,31,N,4475
506,2025-01-16,505,00:23,Thursday,DUNDAS AND PARLIAMENT,Emergency Services,10,20,S,4434
507,2025-01-17,505,02:10,Friday,BROADVIEW STATION,Security,53,73,None,4475
508,2025-01-17,512,02:47,Friday,LESLIE AND QUEEN,Security,None,None,None,4435
509,2025-01-17,304,05:20,Friday,KINGSTON ROAD LOOP,Security,None,None,None,4634
510,2025-01-17,506,05:31,Friday,MAIN STATION,Emergency Services,20,40,None,4496
511,2025-01-17,512,05:41,Friday,ST CLAIR AND AVENUE,Mechanical,10,30,E,4422
